age,height_cm,weight_kg,overall,potential,value_eur,wage_eur,skill_moves
20,182,73,69,83,2300000,6000,4
20,193,85,69,83,2000000,2000,1
20,187,80,69,83,2100000,10000,2
19,175,66,69,83,2100000,1000,3
20,178,68,69,83,2200000,9000,2
20,175,75,69,83,2300000,500,4
21,191,76,69,82,1900000,5000,3
20,185,75,69,82,2000000,17000,3
21,178,72,69,82,2000000,6000,2
21,171,65,69,82,2000000,42000,3
21,188,78,69,82,2000000,4000,2
20,185,79,69,82,2000000,10000,3
19,178,70,69,82,1800000,11000,2
20,193,85,69,82,1900000,500,2
19,176,63,69,82,2000000,12000,3
21,179,78,69,82,1900000,5000,2
22,184,80,69,82,1900000,500,2
20,186,76,69,82,1900000,500,2
22,169,64,69,81,1900000,500,4
20,184,74,69,81,1900000,500,3
19,169,71,69,81,1800000,15000,2
20,196,74,69,81,1500000,18000,1
21,171,74,69,81,1700000,5000,2
20,183,76,69,81,1900000,16000,4
20,184,79,69,81,1900000,9000,3
21,185,77,69,81,1700000,3000,2
21,176,73,69,81,1700000,500,2
20,190,75,69,80,1700000,9000,3
22,178,70,69,80,1600000,6000,3
23,184,76,69,80,1700000,3000,2
22,180,78,69,80,1700000,4000,3
21,192,84,69,80,1700000,3000,2
20,185,81,69,80,1700000,13000,2
20,185,74,69,80,1600000,19000,2
19,175,67,69,80,1800000,8000,4
21,187,77,69,80,1700000,8000,2
20,180,75,69,80,1800000,3000,4
21,183,76,69,80,1800000,4000,3
20,172,67,69,80,1800000,9000,3
22,166,63,69,79,1700000,6000,3
22,193,87,69,79,1700000,9000,2
22,173,77,69,79,1700000,20000,3
23,182,79,69,79,1500000,4000,2
21,170,66,69,79,1700000,6000,3
22,170,70,69,79,1700000,16000,3
22,190,77,69,79,1600000,17000,2
22,189,81,69,79,1700000,11000,4
23,175,74,69,79,1500000,4000,2
22,177,72,69,79,1700000,5000,3
21,183,74,69,79,1700000,4000,3
22,178,75,69,79,1500000,5000,2
23,189,90,69,79,1500000,10000,2
21,179,74,69,79,1700000,5000,3
20,170,66,69,79,1700000,9000,4
22,173,63,69,79,1700000,8000,3
22,170,74,69,79,1700000,500,3
20,179,69,69,79,1500000,4000,3
22,176,72,69,79,1500000,6000,3
21,178,72,69,79,1500000,5000,2
22,185,77,69,79,1600000,7000,2
22,181,79,69,79,1700000,8000,2
22,172,69,69,79,0,0,2
20,192,91,69,79,1600000,8000,2
21,165,58,69,79,1700000,4000,4
21,184,80,69,79,1600000,4000,2
20,173,68,69,79,1700000,4000,2
21,176,70,69,79,1700000,500,3
23,187,82,69,78,1500000,4000,2
22,168,63,69,78,1600000,17000,3
22,191,74,69,78,1500000,11000,2
23,184,76,69,78,1500000,5000,2
23,182,76,69,78,1600000,49000,3
23,191,80,69,78,1600000,7000,3
22,193,88,69,78,1600000,11000,3
21,175,74,69,78,1600000,3000,2
21,170,65,69,78,1600000,500,3
21,183,79,69,78,1600000,3000,3
21,182,78,69,78,1700000,13000,4
22,183,75,69,78,1600000,12000,3
23,190,81,69,78,1500000,7000,2
22,170,66,69,78,1600000,11000,3
22,172,70,69,78,1600000,11000,3
22,185,73,69,78,1600000,3000,3
22,182,68,69,78,1500000,9000,2
23,180,68,69,78,1600000,8000,3
23,170,73,69,78,1500000,13000,2
23,184,78,69,78,1600000,8000,3
22,178,70,69,78,1600000,6000,4
21,185,79,69,78,1500000,5000,2
22,168,70,69,78,1600000,500,2
24,185,83,69,78,1500000,500,2
22,182,70,69,78,1500000,3000,2
21,180,75,69,78,1500000,7000,3
20,182,75,69,78,1500000,5000,2
21,184,77,69,78,1700000,22000,3
22,168,63,69,78,1600000,5000,3
19,177,68,69,78,1600000,11000,3
21,180,72,69,78,1600000,3000,2
20,193,81,69,78,1500000,10000,2
21,176,65,69,78,1600000,6000,4
22,172,69,69,78,1500000,4000,2
21,188,82,69,78,1700000,6000,2
23,177,76,69,77,1400000,3000,3
22,172,64,69,77,1500000,6000,3
22,187,80,69,77,1600000,7000,3
22,185,70,69,77,1500000,5000,3
23,182,78,69,77,1500000,7000,2
23,185,82,69,77,1400000,2000,2
22,174,70,69,77,1500000,9000,2
23,192,73,69,77,1200000,14000,1
24,172,65,69,77,1400000,3000,2
23,166,65,69,77,1500000,500,3
21,181,74,69,77,1400000,3000,2
22,180,74,69,77,1500000,13000,3
21,175,66,69,77,1600000,6000,3
23,190,82,69,77,1400000,34000,2
22,186,78,69,77,1400000,6000,2
21,177,69,69,77,1400000,4000,2
22,173,72,69,77,1500000,4000,3
23,188,84,69,77,1400000,3000,2
22,156,58,69,77,1500000,5000,4
22,174,59,69,77,1500000,18000,3
22,176,74,69,77,1400000,3000,2
21,175,67,69,77,1400000,4000,3
22,182,74,69,77,1400000,5000,2
23,194,91,69,77,1400000,15000,2
22,172,71,69,77,1600000,6000,2
22,176,72,69,77,1500000,12000,3
21,186,81,69,77,1600000,4000,3
22,179,72,69,77,1600000,17000,3
23,192,78,69,77,1400000,7000,2
22,186,80,69,77,1400000,4000,2
23,184,78,69,77,1600000,9000,3
21,180,72,69,77,1500000,5000,3
24,196,83,69,77,1200000,13000,1
24,188,78,69,76,1300000,4000,2
24,188,70,69,76,1500000,19000,3
24,189,80,69,76,1100000,2000,1
23,175,67,69,76,1500000,7000,3
25,184,82,69,76,1300000,500,3
23,182,75,69,76,1300000,5000,3
23,175,68,69,76,1500000,17000,3
23,174,70,69,76,1300000,4000,3
23,191,81,69,76,1300000,6000,2
23,182,74,69,76,1500000,5000,3
24,178,68,69,76,1300000,7000,2
22,181,75,69,76,1300000,5000,2
23,184,74,69,76,1500000,500,3
24,173,66,69,76,1300000,500,3
23,195,90,69,76,1100000,10000,1
24,185,76,69,76,1500000,4000,3
23,189,83,69,76,1300000,5000,2
22,180,79,69,76,1500000,14000,3
24,182,76,69,76,1300000,500,2
24,179,70,69,76,1300000,6000,2
22,178,76,69,76,1500000,5000,3
22,186,79,69,76,1500000,12000,3
23,172,70,69,76,1500000,500,3
23,177,80,69,76,1500000,5000,3
22,186,79,69,76,1500000,12000,3
24,169,67,69,76,1500000,9000,4
24,191,87,69,76,1300000,10000,2
23,176,69,69,76,1300000,9000,2
22,186,77,69,76,1300000,9000,3
23,188,85,69,76,1300000,4000,2
23,174,65,69,76,1500000,4000,3
23,182,68,69,76,1300000,4000,3
21,178,75,69,76,1500000,9000,3
24,182,76,69,76,1300000,11000,2
23,176,68,69,76,1500000,7000,4
20,187,78,69,76,1100000,6000,1
24,189,82,69,75,1300000,6000,3
25,187,77,69,75,1300000,5000,2
23,179,67,69,75,1400000,6000,3
24,191,80,69,75,1300000,6000,2
25,189,82,69,75,1100000,3000,1
23,186,84,69,75,1100000,12000,1
25,187,84,69,75,1100000,6000,1
23,180,70,69,75,1400000,8000,4
24,183,75,69,75,1500000,8000,3
24,191,88,69,75,1300000,5000,2
23,189,81,69,75,1300000,4000,2
23,176,76,69,75,1400000,5000,3
24,189,79,69,75,1400000,8000,2
23,178,69,69,75,1400000,12000,3
24,188,78,69,75,1500000,7000,3
24,181,73,69,75,1300000,7000,3
24,171,66,69,75,1400000,9000,3
23,188,82,69,75,1500000,4000,2
25,185,83,69,75,1300000,5000,2
24,182,77,69,75,1400000,6000,4
22,182,72,69,75,1400000,500,3
24,184,81,69,75,1300000,9000,2
23,180,70,69,75,1400000,8000,3
24,196,75,69,75,1300000,8000,2
24,180,75,69,75,1300000,5000,2
22,175,66,69,75,1400000,12000,3
23,183,78,69,75,1300000,4000,2
23,167,64,69,75,1400000,9000,3
24,187,76,69,75,1300000,4000,2
24,180,69,69,75,1300000,3000,3
24,188,83,69,75,1300000,9000,2
23,183,70,69,75,1400000,5000,3
22,177,70,69,75,1300000,3000,3
24,181,75,69,75,1400000,9000,3
22,195,85,69,75,1300000,7000,2
22,184,75,69,75,1400000,5000,3
23,183,80,69,75,1300000,4000,2
23,184,75,69,75,1300000,8000,2
23,188,82,69,75,1100000,4000,1
23,178,69,69,75,0,0,2
24,185,79,69,75,1400000,6000,3
23,180,74,69,75,1400000,8000,3
22,182,76,69,75,1400000,5000,3
23,190,89,69,75,1500000,14000,3
23,181,73,69,75,1300000,3000,2
23,178,75,69,75,1300000,2000,2
24,178,75,69,75,1400000,13000,2
23,180,87,69,75,1500000,6000,2
23,182,75,69,75,1300000,5000,2
23,192,83,69,75,1500000,7000,3
24,180,82,69,75,1400000,500,4
24,188,83,69,75,1500000,5000,2
22,185,75,69,75,1400000,500,2
24,178,76,69,75,1400000,6000,3
23,185,76,69,75,1300000,14000,2
24,183,71,69,74,1200000,11000,2
25,191,81,69,74,1000000,6000,1
25,180,72,69,74,1200000,6000,2
25,173,71,69,74,1400000,14000,4
25,172,66,69,74,1400000,4000,3
26,175,68,69,74,1200000,500,3
25,174,68,69,74,1200000,3000,3
24,184,85,69,74,1400000,7000,3
24,172,67,69,74,1400000,19000,4
24,168,70,69,74,1200000,500,3
26,177,72,69,74,1200000,500,2
25,184,84,69,74,1200000,13000,3
25,181,79,69,74,1400000,6000,3
24,182,83,69,74,1300000,4000,3
25,178,77,69,74,1400000,14000,3
24,183,80,69,74,1400000,9000,3
25,175,72,69,74,1200000,4000,2
24,179,72,69,74,1400000,6000,3
24,178,69,69,74,1400000,12000,3
24,187,79,69,74,1100000,3000,1
24,190,84,69,74,1400000,10000,3
24,175,61,69,74,1200000,6000,2
25,175,68,69,74,1300000,6000,2
25,177,76,69,74,1200000,500,3
23,181,74,69,74,1300000,4000,2
24,177,75,69,74,1400000,6000,3
24,180,76,69,74,1400000,13000,3
24,182,74,69,74,1200000,4000,3
25,196,87,69,74,1300000,11000,2
25,181,75,69,74,1400000,500,3
23,185,83,69,74,0,0,3
25,185,73,69,74,1400000,4000,3
23,185,68,69,74,1400000,4000,3
23,171,71,69,74,1400000,6000,3
25,193,90,69,74,1000000,5000,1
24,191,85,69,74,1400000,9000,2
24,186,82,69,74,1300000,6000,2
23,180,68,69,74,1400000,4000,2
24,183,74,69,74,1300000,3000,2
25,179,64,69,74,1400000,12000,3
24,192,84,69,74,1300000,500,2
22,182,72,69,74,1200000,500,3
24,178,74,69,74,1200000,9000,3
25,174,65,69,74,1200000,500,3
25,179,77,69,74,1400000,7000,4
23,187,71,69,74,1400000,500,3
23,183,73,69,74,1400000,2000,3
25,189,81,69,74,1200000,5000,2
24,170,66,69,74,1400000,5000,3
24,174,71,69,74,1200000,500,3
24,178,73,69,74,1200000,4000,2
24,188,75,69,74,1400000,5000,2
25,184,77,69,74,1200000,7000,2
24,182,70,69,74,1200000,4000,3
25,192,87,69,74,1200000,5000,2
23,180,75,69,74,0,0,2
22,176,66,69,74,1400000,5000,3
25,173,64,69,73,1400000,4000,4
27,192,90,69,73,950000,7000,1
24,168,70,69,73,1400000,10000,3
24,184,72,69,73,1000000,3000,1
25,183,75,69,73,1200000,6000,2
25,186,88,69,73,1200000,3000,2
24,186,84,69,73,1400000,13000,3
25,180,84,69,73,1400000,7000,3
25,182,68,69,73,1400000,16000,3
25,186,78,69,73,1200000,5000,2
24,168,61,69,73,1200000,3000,4
25,190,90,69,73,1000000,8000,1
26,192,84,69,73,975000,500,1
25,176,75,69,73,1300000,500,3
25,188,78,69,73,1200000,9000,2
26,188,74,69,73,1200000,4000,2
27,189,76,69,73,950000,3000,1
26,185,82,69,73,1200000,13000,2
24,187,85,69,73,1200000,20000,2
25,181,76,69,73,1200000,5000,2
25,170,64,69,73,1200000,6000,2
26,170,65,69,73,1200000,7000,2
25,185,76,69,73,1200000,6000,2
23,169,61,69,73,1300000,17000,3
25,178,70,69,73,1400000,7000,3
24,180,75,69,73,1400000,6000,2
26,181,77,69,73,1200000,7000,2
24,191,89,69,73,1200000,4000,2
25,177,75,69,73,1200000,6000,2
24,183,76,69,73,1200000,11000,2
25,177,65,69,73,1200000,4000,2
23,184,74,69,73,1400000,4000,3
24,184,80,69,73,1200000,5000,2
26,181,74,69,73,1200000,500,2
26,185,85,69,73,1200000,7000,2
25,164,61,69,72,1300000,7000,3
26,199,93,69,72,950000,15000,1
26,169,65,69,72,1300000,3000,3
26,191,80,69,72,1200000,4000,2
26,176,70,69,72,1200000,5000,3
25,175,74,69,72,1300000,4000,3
25,168,58,69,72,1300000,7000,3
26,180,77,69,72,1100000,18000,3
26,186,77,69,72,1100000,3000,2
26,179,78,69,72,1300000,4000,3
26,173,70,69,72,1300000,12000,3
27,185,84,69,72,1100000,7000,2
27,190,77,69,72,1100000,4000,2
26,191,87,69,72,950000,7000,1
25,184,77,69,72,1300000,5000,3
25,186,76,69,72,1200000,8000,2
26,172,67,69,72,1300000,500,4
26,186,73,69,72,1300000,3000,2
24,180,73,69,72,1300000,3000,3
26,185,77,69,72,1200000,500,2
25,173,71,69,72,1300000,14000,2
27,189,80,69,72,1100000,5000,2
26,180,74,69,72,1300000,4000,3
26,183,80,69,72,1200000,500,2
26,173,68,69,72,1100000,4000,3
26,181,80,69,72,1300000,6000,3
28,190,88,69,72,950000,2000,1
25,174,63,69,72,1300000,8000,3
25,180,73,69,72,1200000,6000,3
25,178,65,69,72,1300000,11000,3
25,185,68,69,72,1200000,5000,2
24,171,70,69,72,1300000,6000,4
26,171,67,69,72,1300000,4000,3
26,182,70,69,72,1300000,5000,3
25,178,68,69,72,1300000,6000,3
26,177,76,69,72,1300000,14000,3
25,185,77,69,72,1300000,9000,3
26,176,70,69,72,1100000,5000,2
25,189,86,69,72,1300000,8000,3
25,180,76,69,72,1300000,7000,3
24,174,69,69,72,1400000,7000,3
25,192,86,69,72,1300000,8000,2
26,178,69,69,72,1200000,5000,2
25,185,70,69,72,1300000,15000,3
25,172,67,69,72,1300000,7000,3
24,178,70,69,72,1300000,5000,3
26,178,72,69,72,1100000,6000,2
25,180,75,69,72,1300000,8000,3
25,168,64,69,72,1200000,5000,2
25,187,81,69,72,1300000,21000,3
27,188,80,69,72,1100000,11000,2
27,190,82,69,72,1100000,6000,2
24,178,74,69,72,1300000,5000,3
25,175,79,69,72,1200000,4000,3
25,174,71,69,72,1300000,3000,4
26,173,69,69,72,1100000,5000,2
26,183,83,69,72,1200000,7000,2
26,190,83,69,72,1300000,11000,3
25,169,72,69,72,1300000,500,3
25,174,77,69,72,1300000,8000,3
27,185,77,69,72,1100000,3000,2
24,180,66,69,72,1200000,3000,3
26,172,68,69,72,1300000,8000,4
26,178,77,69,72,1100000,4000,3
27,190,87,69,72,0,0,2
27,191,84,69,72,925000,500,1
26,185,72,69,72,0,0,2
25,179,70,69,72,1200000,500,2
25,175,70,69,72,1200000,8000,2
25,185,77,69,72,1300000,7000,3
29,191,85,69,71,875000,11000,1
28,195,92,69,71,925000,3000,1
27,176,69,69,71,1100000,4000,4
29,191,80,69,71,875000,2000,1
26,168,60,69,71,1300000,5000,3
27,185,84,69,71,875000,8000,1
28,195,90,69,71,925000,5000,1
28,191,85,69,71,925000,3000,1
26,176,68,69,71,1200000,18000,3
25,175,66,69,71,1200000,4000,3
26,177,73,69,71,1100000,6000,2
25,172,73,69,71,1300000,13000,3
27,181,77,69,71,1100000,7000,2
26,170,70,69,71,1300000,4000,4
27,184,70,69,71,1100000,7000,2
26,169,71,69,71,1100000,6000,3
26,172,65,69,71,1300000,9000,3
27,182,74,69,71,1100000,4000,2
26,167,69,69,71,1100000,3000,2
28,183,71,69,71,0,0,1
26,186,80,69,71,1100000,6000,2
26,178,75,69,71,1300000,22000,4
28,185,78,69,71,1100000,5000,2
28,188,84,69,71,925000,5000,1
25,177,73,69,71,1300000,6000,3
28,192,85,69,71,1100000,17000,2
26,182,72,69,71,1100000,10000,2
26,200,90,69,71,925000,5000,1
26,184,77,69,71,1100000,24000,2
27,185,85,69,71,1100000,6000,2
26,189,80,69,71,1300000,9000,3
26,182,74,69,71,1300000,8000,3
27,192,80,69,71,1100000,7000,2
26,180,77,69,71,1200000,2000,2
26,190,88,69,71,1100000,7000,2
27,183,75,69,71,1100000,500,2
26,188,74,69,71,1300000,13000,3
26,185,83,69,71,1300000,3000,3
25,185,74,69,71,1100000,6000,2
25,175,80,69,71,1300000,6000,3
27,188,81,69,71,0,0,2
28,182,80,69,71,1100000,500,2
26,190,77,69,71,1100000,500,2
30,188,84,69,70,825000,5000,1
27,191,90,69,70,1200000,25000,3
28,186,75,69,70,1000000,4000,2
29,192,89,69,70,1000000,30000,2
29,193,86,69,70,0,0,1
29,186,78,69,70,1000000,5000,2
28,185,88,69,70,1000000,9000,2
27,170,70,69,70,1000000,4000,2
28,185,76,69,70,1000000,13000,2
26,180,78,69,70,1200000,13000,3
26,180,73,69,70,1200000,3000,3
28,180,75,69,70,1000000,4000,3
28,185,82,69,70,1000000,7000,3
26,175,75,69,70,1300000,3000,3
26,177,72,69,70,1100000,9000,3
26,188,87,69,70,1100000,20000,3
28,196,90,69,70,1000000,7000,2
28,187,80,69,70,875000,4000,1
27,182,73,69,70,1200000,9000,3
27,171,70,69,70,1000000,16000,3
27,182,76,69,70,1100000,4000,3
28,191,71,69,70,1000000,8000,2
26,180,70,69,70,1100000,5000,3
28,188,77,69,70,1000000,8000,2
27,184,73,69,70,1200000,13000,2
27,188,75,69,70,1000000,500,2
27,179,75,69,70,1200000,5000,3
26,185,78,69,70,1100000,12000,2
25,170,68,69,70,1200000,18000,3
27,169,63,69,70,1200000,5000,3
26,170,69,69,70,1200000,3000,3
28,180,75,69,70,1000000,6000,2
26,179,73,69,70,1200000,9000,3
28,179,74,69,70,1000000,5000,3
29,187,91,69,70,850000,2000,1
25,175,66,69,70,1200000,7000,4
26,170,64,69,70,1100000,3000,3
26,167,64,69,70,1200000,17000,4
26,189,78,69,70,1100000,10000,2
27,175,72,69,70,1200000,5000,3
28,177,73,69,70,1000000,2000,2
26,186,70,69,70,1100000,3000,2
27,186,78,69,70,1100000,5000,3
27,174,77,69,70,1000000,7000,3
28,186,81,69,70,1000000,5000,2
28,192,95,69,70,1000000,10000,2
25,180,69,69,70,1200000,3000,3
29,190,84,69,70,1000000,13000,2
27,180,71,69,70,1200000,500,2
27,191,84,69,70,1200000,5000,3
27,182,77,69,70,1100000,4000,2
26,175,72,69,70,1200000,11000,3
26,182,69,69,70,1200000,13000,2
26,176,64,69,70,1200000,14000,3
30,186,80,69,70,825000,4000,1
26,176,76,69,70,1200000,4000,4
28,180,77,69,70,1000000,16000,2
26,178,78,69,70,1300000,6000,3
27,183,75,69,70,1200000,4000,3
26,183,72,69,70,1100000,8000,2
28,183,84,69,70,1000000,6000,2
27,180,84,69,70,1100000,9000,2
27,179,73,69,70,1000000,7000,2
27,184,74,69,70,1200000,7000,3
27,179,74,69,70,1200000,7000,3
26,172,69,69,70,1200000,4000,3
27,191,75,69,70,1200000,28000,2
26,174,65,69,70,1200000,4000,3
27,181,70,69,70,0,0,3
25,171,70,69,70,1200000,6000,3
26,176,82,69,70,1200000,9000,3
28,184,74,69,70,1000000,5000,2
26,188,72,69,70,1300000,5000,3
27,181,74,69,70,1000000,5000,3
27,176,64,69,70,1200000,8000,2
28,183,77,69,70,1000000,7000,2
26,182,73,69,70,1200000,17000,3
27,181,72,69,70,1200000,500,2
29,190,90,69,70,850000,8000,1
30,199,87,69,70,0,0,1
26,179,71,69,70,1200000,500,2
27,171,75,69,70,1100000,6000,2
26,175,65,69,70,1200000,2000,3
25,178,70,69,70,1300000,500,2
35,170,64,69,69,450000,10000,3
34,183,80,69,69,400000,4000,2
36,188,76,69,69,210000,14000,2
41,185,80,69,69,0,5000,2
36,184,73,69,69,325000,6000,3
33,176,66,69,69,475000,8000,2
37,176,73,69,69,230000,3000,3
36,181,73,69,69,230000,3000,2
35,186,86,69,69,325000,4000,2
37,188,84,69,69,110000,3000,1
34,175,68,69,69,400000,5000,3
37,195,88,69,69,110000,9000,1
33,175,70,69,69,500000,18000,3
31,191,82,69,69,775000,5000,2
36,187,81,69,69,210000,5000,2
37,178,80,69,69,110000,3000,1
34,174,70,69,69,375000,6000,2
33,180,75,69,69,650000,2000,3
34,184,70,69,69,400000,4000,2
34,185,78,69,69,450000,3000,1
33,185,84,69,69,475000,6000,3
35,185,84,69,69,325000,4000,2
38,191,88,69,69,375000,500,3
33,178,75,69,69,650000,5000,3
33,188,87,69,69,500000,5000,2
32,173,73,69,69,825000,5000,3
35,183,77,69,69,0,0,2
33,183,78,69,69,500000,4000,2
34,188,79,69,69,550000,8000,3
34,182,75,69,69,550000,6000,3
36,183,79,69,69,210000,3000,2
36,182,78,69,69,210000,500,2
33,182,78,69,69,500000,5000,2
32,180,76,69,69,650000,6000,1
33,177,73,69,69,475000,30000,2
31,175,76,69,69,800000,6000,3
34,176,68,69,69,500000,8000,3
32,176,69,69,69,825000,4000,3
35,183,75,69,69,275000,2000,1
37,193,90,69,69,210000,4000,2
35,186,81,69,69,325000,3000,2
31,176,81,69,69,750000,5000,3
30,183,80,69,69,1000000,14000,2
32,187,76,69,69,675000,5000,2
32,178,71,69,69,650000,7000,2
32,175,66,69,69,800000,14000,3
33,182,79,69,69,625000,500,3
32,179,73,69,69,650000,4000,3
37,181,85,69,69,210000,3000,2
31,188,87,69,69,675000,14000,1
31,185,70,69,69,675000,5000,1
33,172,67,69,69,650000,7000,4
35,191,91,69,69,275000,3000,1
35,176,74,69,69,475000,4000,4
35,173,70,69,69,475000,500,3
34,186,82,69,69,400000,3000,2
32,183,73,69,69,825000,5000,3
33,178,78,69,69,650000,9000,3
35,170,65,69,69,300000,3000,3
33,186,81,69,69,500000,7000,2
32,174,68,69,69,825000,9000,3
31,186,83,69,69,925000,7000,3
31,183,78,69,69,900000,9000,3
32,196,86,69,69,650000,6000,1
33,173,68,69,69,625000,4000,4
32,180,71,69,69,825000,12000,3
33,176,65,69,69,475000,7000,2
31,190,85,69,69,775000,8000,2
35,179,82,69,69,450000,500,3
30,188,90,69,69,1000000,15000,2
32,179,68,69,69,650000,6000,3
33,170,64,69,69,475000,6000,3
33,191,87,69,69,650000,5000,3
33,175,72,69,69,625000,10000,3
32,187,85,69,69,675000,12000,2
33,188,74,69,69,500000,4000,2
32,181,71,69,69,700000,10000,3
36,180,81,69,69,180000,500,1
31,179,70,69,69,925000,5000,3
32,191,85,69,69,675000,5000,2
33,185,86,69,69,500000,20000,2
31,182,77,69,69,925000,6000,3
33,180,79,69,69,475000,7000,2
33,183,75,69,69,475000,9000,2
33,186,86,69,69,500000,5000,2
33,182,78,69,69,500000,8000,2
31,191,83,69,69,775000,12000,2
32,182,88,69,69,650000,8000,1
30,189,80,69,69,700000,3000,1
30,187,87,69,69,1000000,5000,2
30,171,67,69,69,1000000,8000,3
30,184,80,69,69,850000,500,2
28,188,84,69,69,925000,4000,3
30,186,83,69,69,1000000,8000,3
30,185,71,69,69,1000000,11000,2
32,187,80,69,69,650000,9000,1
31,186,80,69,69,750000,3000,3
31,191,90,69,69,775000,4000,2
29,183,85,69,69,1000000,25000,3
29,178,74,69,69,875000,4000,3
40,174,72,69,69,0,500,3
33,179,75,69,69,475000,6000,3
30,187,79,69,69,700000,500,1
32,178,73,69,69,825000,5000,3
31,186,77,69,69,950000,4000,3
32,190,86,69,69,650000,9000,1
31,176,83,69,69,750000,19000,3
31,182,72,69,69,950000,8000,3
33,184,71,69,69,500000,5000,2
32,174,63,69,69,650000,500,2
31,187,78,69,69,775000,4000,2
30,180,78,69,69,825000,5000,3
29,196,89,69,69,875000,500,2
30,192,87,69,69,825000,4000,2
31,186,82,69,69,775000,4000,2
30,181,74,69,69,825000,11000,2
32,180,70,69,69,650000,5000,3
29,175,67,69,69,1000000,13000,4
33,182,82,69,69,625000,12000,2
29,184,77,69,69,1100000,5000,3
29,172,64,69,69,1000000,6000,4
34,189,78,69,69,400000,11000,2
29,177,74,69,69,1000000,14000,3
29,184,80,69,69,1000000,8000,3
30,177,78,69,69,825000,4000,2
29,173,65,69,69,1000000,500,3
31,190,85,69,69,675000,2000,1
28,186,82,69,69,1000000,9000,3
32,176,70,69,69,825000,7000,3
30,180,71,69,69,1000000,5000,3
34,178,79,69,69,500000,4000,2
30,170,73,69,69,825000,5000,2
28,178,80,69,69,1100000,6000,4
31,180,82,69,69,775000,7000,2
31,187,80,69,69,775000,6000,2
29,174,72,69,69,1000000,7000,3
30,180,73,69,69,1000000,14000,3
29,181,82,69,69,875000,8000,2
31,184,76,69,69,775000,8000,2
35,184,75,69,69,475000,5000,4
28,175,74,69,69,1100000,7000,3
30,173,68,69,69,975000,5000,2
30,177,74,69,69,825000,4000,3
28,175,71,69,69,925000,5000,3
33,178,73,69,69,650000,5000,3
28,176,79,69,69,900000,12000,3
38,183,76,69,69,325000,5000,3
33,192,85,69,69,575000,500,1
32,172,70,69,69,0,0,2
29,186,77,69,69,900000,7000,3
29,177,67,69,69,1000000,5000,3
29,194,87,69,69,900000,4000,2
29,186,86,69,69,1100000,6000,3
28,180,80,69,69,1100000,6000,3
28,183,73,69,69,1000000,15000,3
27,178,71,69,69,1100000,8000,3
28,173,68,69,69,900000,4000,3
31,180,71,69,69,775000,4000,2
31,175,70,69,69,750000,3000,3
29,178,72,69,69,1000000,4000,3
30,177,78,69,69,825000,19000,3
28,184,75,69,69,925000,8000,3
32,188,82,69,69,675000,4000,2
29,175,72,69,69,1000000,4000,3
29,188,85,69,69,875000,7000,2
30,188,89,69,69,700000,9000,1
29,188,78,69,69,1100000,12000,3
28,178,84,69,69,775000,3000,1
30,179,78,69,69,875000,8000,3
33,189,89,69,69,500000,7000,2
30,182,74,69,69,850000,19000,2
27,185,82,69,69,925000,4000,2
28,184,72,69,69,1000000,4000,3
31,174,66,69,69,925000,4000,3
30,182,67,69,69,975000,6000,3
28,180,70,69,69,1100000,14000,3
32,189,82,69,69,850000,6000,3
29,179,68,69,69,1000000,3000,3
28,185,80,69,69,1000000,27000,3
28,179,76,69,69,1100000,5000,4
29,190,81,69,69,1100000,500,3
28,183,76,69,69,900000,4000,2
30,177,77,69,69,1000000,5000,3
27,180,76,69,69,1100000,4000,3
29,187,74,69,69,900000,5000,3
27,183,71,69,69,1100000,9000,3
27,176,72,69,69,1100000,12000,3
31,185,75,69,69,925000,4000,3
28,178,73,69,69,1100000,15000,4
29,179,70,69,69,1000000,9000,3
28,180,70,69,69,1000000,6000,3
27,170,70,69,69,1100000,8000,4
30,180,72,69,69,825000,5000,2
30,188,78,69,69,700000,6000,1
30,182,73,69,69,1000000,6000,3
30,188,80,69,69,850000,4000,2
31,198,91,69,69,950000,8000,2
29,184,70,69,69,1100000,4000,3
34,194,80,69,69,400000,6000,2
33,179,75,69,69,650000,5000,3
31,190,79,69,69,675000,6000,1
27,180,78,69,69,1100000,5000,3
31,180,71,69,69,0,0,2
